nom,pipe,saisonepisode,lieu_date,video,url,date,lieu_1,lieu_2,lieu_3,lieu_4,lieu_5,lieu_6,lieu_7,lieu_8,lieu_9,lieu_10,lieu_11
"Anne-Marie Le Couviour, la mort en héritage",Pipe d'or - très bon épisode,saison 14 épisode 13,"Lieu : Grand-Champ (56)

Début de l'affaire : 2009",,affaire/185/anne-marie-le-couviour-la-mort-en-heritage, 2009,"Grand-Champ (56)

",,,,,,,,,,
Affaires de femmes,Pipe d'or - très bon épisode,saison 14 épisode 14,"Lieu : Coulogne (62)

Début de l'affaire : 2003",,affaire/186/affaires-de-femmes, 2003,"Coulogne (62)

",,,,,,,,,,
La tuerie de Monfort,Pipe d'or - très bon épisode,saison 14 épisode 15,"Lieu : Monfort (32)

Début de l'affaire : 1999",,affaire/187/la-tuerie-de-monfort, 1999,"Monfort (32)

",,,,,,,,,,
Un homme à abattre,Pipe d'argent - bon épisode,saison 14 épisode 16,"Lieu : L'Aigle (61)

Début de l'affaire : 2010",https://www.youtube.com/embed/USGT_Qqcl4w?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/188/un-homme-a-abattre, 2010,"L'Aigle (61)

",,,,,,,,,,
"Jean-Étienne Subercaze, le diabolique",Pipe d'argent - bon épisode,saison 14 épisode 17,"Lieux : Ondres (40), Bayonne (64)

Début de l'affaire : 1992",,affaire/189/jean-etienne-subercaze-le-diabolique, 1992,Ondres (40)," Bayonne (64)

",,,,,,,,,
La voix de Laurent,Pipe d'argent - bon épisode,saison 14 épisode 18,"Lieux : Agen (47), Artigues (47)

Début de l'affaire : 1998",https://www.youtube.com/embed/l0nATGmjiR0?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/190/la-voix-de-laurent, 1998,Agen (47)," Artigues (47)

",,,,,,,,,
Les petites économies de Claude Clément,Pipe d'argent - bon épisode,saison 14 épisode 19,"Lieu : Nailloux (31)

Début de l'affaire : 2004",,affaire/191/les-petites-economies-de-claude-clement, 2004,"Nailloux (31)

",,,,,,,,,,
Guet-apens au haras,Pipe de bronze - épisode moyen,saison 14 épisode 20,"Lieu : Fréjus (83)

Début de l'affaire : 2003",https://www.youtube.com/embed/35uzpVEsyrY?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/192/guet-apens-au-haras, 2003,"Fréjus (83)

",,,,,,,,,,
"Christophe Khider, l'évasion pour obsession",Pipe d'argent - bon épisode,saison 15 épisode 1,"Lieux : Yzeure (03), Paris (75), Fresnes (94)

Début de l'affaire : 1995",,affaire/193/christophe-khider-levasion-pour-obsession, 1995,Yzeure (03), Paris (75)," Fresnes (94)

",,,,,,,,
La disparition de Christophe Dalmasso,Pipe d'argent - bon épisode,saison 15 épisode 2,"Lieu : Nice (06)

Début de l'affaire : 2003",,affaire/194/la-disparition-de-christophe-dalmasso, 2003,"Nice (06)

",,,,,,,,,,
"Gilles Andruet, échecs et mort",Pipe d'or - très bon épisode,saison 15 épisode 3,"Lieu : Saulx-les-Chartreux (91)

Début de l'affaire : 1995",,affaire/195/gilles-andruet-echecs-et-mort, 1995,"Saulx-les-Chartreux (91)

",,,,,,,,,,
Muller contre Muller,Pipe d'or - très bon épisode,saison 15 épisode 4,"Lieu : Ingwiller (67)

Début de l'affaire : 1999",,affaire/196/muller-contre-muller, 1999,"Ingwiller (67)

",,,,,,,,,,
"Chantal Ternik, variations sur un suicide",Pipe de bronze - épisode moyen,saison 15 épisode 5,"Lieu : Sanary-sur-Mer (83)

Début de l'affaire : 2003",,affaire/197/chantal-ternik-variations-sur-un-suicide, 2003,"Sanary-sur-Mer (83)

",,,,,,,,,,
"Thierry Saman, le concierge qui en savait trop",Pipe d'argent - bon épisode,saison 15 épisode 6,"Lieux : Saint-Leu-d'Esserent (60), Paris (75)

Début de l'affaire : 2003",,affaire/198/thierry-saman-le-concierge-qui-en-savait-trop, 2003,Saint-Leu-d'Esserent (60)," Paris (75)

",,,,,,,,,
"Patrice Alègre, le sang et la rumeur",Pipe d'or - très bon épisode,saison 15 épisode 7,"Lieux : Verdun (09), Saint-Geniès-Bellevue (31), Toulouse (31), Paris (75)

Début de l'affaire : 1997",https://www.youtube.com/embed/Y_IjJ-CcNrM?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/199/patrice-alegre-le-sang-et-la-rumeur, 1997,Verdun (09), Saint-Geniès-Bellevue (31), Toulouse (31)," Paris (75)

",,,,,,,
"Juliano Verbard, petit lys d'amour",Pipe de bronze - épisode moyen,saison 15 épisode 8,"Lieu : La Réunion (974)

Début de l'affaire : 2009",https://www.youtube.com/embed/ikeLJpUOACY?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/200/juliano-verbard-petit-lys-damour, 2009,"La Réunion (974)

",,,,,,,,,,
"Gilles de Vallière, l'assassin aux cordelettes",Pipe d'or - très bon épisode,saison 15 épisode 9,"Lieu : Annemasse (74)

Début de l'affaire : 1985",https://www.youtube.com/embed/CsEoV5uKpTs?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/201/gilles-de-valliere-lassassin-aux-cordelettes, 1985,"Annemasse (74)

",,,,,,,,,,
"André Bamberski, promesse à Kalinka",Pipe d'or - très bon épisode,saison 15 épisode 10,"Lieux : Mulhouse (68), Allemagne

Début de l'affaire : 1982",https://www.youtube.com/embed/FD2c9mfcjYA?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/202/andre-bamberski-promesse-a-kalinka, 1982,Mulhouse (68)," Allemagne

",,,,,,,,,
"Liliane Paolone, la belle de jour",Pipe d'argent - bon épisode,saison 15 épisode 11,"Lieu : Saint-Louis (68)

Début de l'affaire : 2005",,affaire/203/liliane-paolone-la-belle-de-jour, 2005,"Saint-Louis (68)

",,,,,,,,,,
L'inconnu du puits,Pipe d'argent - bon épisode,saison 15 épisode 12,"Lieux : Sérignan (34), Avignon (84)

Début de l'affaire : 2003",,affaire/204/linconnu-du-puits, 2003,Sérignan (34)," Avignon (84)

",,,,,,,,,
"Bruno Sulak, le charme au poing",Pipe d'argent - bon épisode,saison 15 épisode 13,"Lieux : Cannes (06), Montpellier (34), Paris (75), Albi (81), Fleury-Mérogis (91)

Début de l'affaire : 1978",,affaire/205/bruno-sulak-le-charme-au-poing, 1978,Cannes (06), Montpellier (34), Paris (75), Albi (81)," Fleury-Mérogis (91)

",,,,,,
Le magot de Marcelle Bouvard,Pipe de bronze - épisode moyen,saison 15 épisode 14,"Lieu : Ladoix-Serrigny (21)

Début de l'affaire : 2006",,affaire/206/le-magot-de-marcelle-bouvard, 2006,"Ladoix-Serrigny (21)

",,,,,,,,,,
"John Szablewski, du mensonge au meutre",Pipe de bronze - épisode moyen,saison 15 épisode 15,"Lieu : Farbus (62)

Début de l'affaire : 2007",,affaire/207/john-szablewski-du-mensonge-au-meutre, 2007,"Farbus (62)

",,,,,,,,,,
La métamorphose de Christine Constantien,Pipe d'or - très bon épisode,saison 15 épisode 16,"Lieu : Amnéville (57)

Début de l'affaire : 2008",https://www.youtube.com/embed/lP9cMC9bnug?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/208/la-metamorphose-de-christine-constantien, 2008,"Amnéville (57)

",,,,,,,,,,
"Yvan Colonna, la traque",Pipe d'argent - bon épisode,saison 16 épisode 1,"Lieu : Ajaccio (2A)

Début de l'affaire : 1998",https://www.youtube.com/embed/aN6QRnu0CuY?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/209/yvan-colonna-la-traque, 1998,"Ajaccio (2A)

",,,,,,,,,,
Divorce à la sicilienne,Pipe de bronze - épisode moyen,saison 16 épisode 2,"Lieu : Sardieu (38)

Début de l'affaire : 1999",https://www.youtube.com/embed/ohVIuH2Uri4?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/210/divorce-a-la-sicilienne, 1999,"Sardieu (38)

",,,,,,,,,,
"Denis Lemasson, le comptable machiavélique",Pipe d'or - très bon épisode,saison 16 épisode 3,"Lieux : Ville-la-Grand (74), Suisse

Début de l'affaire : 2002",,affaire/211/denis-lemasson-le-comptable-machiavelique, 2002,Ville-la-Grand (74)," Suisse

",,,,,,,,,
"VA/OM, Tapie, le proc et les menteurs",Pipe d'argent - bon épisode,saison 16 épisode 4,"Lieu : Valenciennes (59)

Début de l'affaire : 1993",https://www.youtube.com/embed/I_UnSA1mt48?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/212/va-om-tapie-le-proc-et-les-menteurs, 1993,"Valenciennes (59)

",,,,,,,,,,
"Philippe Gletty, liaisons fatales",Pipe de diamant - excellent épisode,saison 16 épisode 5,"Lieu : Saint-Paul-en-Jarez (42)

Début de l'affaire : 2012",https://www.youtube.com/embed/cpsF6wgljaw?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/213/philippe-gletty-liaisons-fatales, 2012,"Saint-Paul-en-Jarez (42)

",,,,,,,,,,
"Farid Tir, le solitaire",Pipe d'argent - bon épisode,saison 16 épisode 6,"Lieu : Lille (59)

Début de l'affaire : 2001",,affaire/214/farid-tir-le-solitaire, 2001,"Lille (59)

",,,,,,,,,,
"Didier Lacote, la dose mortelle",Pipe de bronze - épisode moyen,saison 16 épisode 7,"Lieu : Dompierre-sur-Besbre (03)

Début de l'affaire : 2009",https://www.youtube.com/embed/0Gvk5V5I5hc?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/215/didier-lacote-la-dose-mortelle, 2009,"Dompierre-sur-Besbre (03)

",,,,,,,,,,
Le crime fou de Stéphane Moitoiret,Pipe d'argent - bon épisode,saison 16 épisode 8,"Lieu : Lagnieu (01)

Début de l'affaire : 2008",https://www.youtube.com/embed/Z9uriN5C9go?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/216/le-crime-fou-de-stephane-moitoiret, 2008,"Lagnieu (01)

",,,,,,,,,,
Combat pour Angélique,Pipe d'argent - bon épisode,saison 16 épisode 9,"Lieu : Compiègne (60)

Début de l'affaire : 1996",https://www.youtube.com/embed/UDE8qa4T35k?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/217/combat-pour-angelique, 1996,"Compiègne (60)

",,,,,,,,,,
Le mystère de Hassel,Pipe de diamant - excellent épisode,saison 16 épisode 10,"Lieu : Luxembourg

Début de l'affaire : 2010",https://www.youtube.com/embed/q-emMIhG4yw?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/218/le-mystere-de-hassel, 2010,"Luxembourg

",,,,,,,,,,
"Jeanette O'Keefe, la mort au rendez-vous",Pipe d'or - très bon épisode,saison 16 épisode 11,"Lieu : Les Mureaux (78)

Début de l'affaire : 2001",https://www.youtube.com/embed/cgmzC9RQjzo?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/219/jeanette-okeefe-la-mort-au-rendez-vous, 2001,"Les Mureaux (78)

",,,,,,,,,,
Nuit tragique au moulin,Pipe de diamant - excellent épisode,saison 16 épisode 12,"Lieu : Suisse

Début de l'affaire : 2010",,affaire/220/nuit-tragique-au-moulin, 2010,"Suisse

",,,,,,,,,,
Vengeance au pays des motards,Pipe d'or - très bon épisode,saison 16 épisode 13,"Lieux : Arras-sur-Rhône (07), Vernosc-lès-Annonay (07), Anneyron (26), Gervans (26)

Début de l'affaire : 2003",,affaire/221/vengeance-au-pays-des-motards, 2003,Arras-sur-Rhône (07), Vernosc-lès-Annonay (07), Anneyron (26)," Gervans (26)

",,,,,,,
"Bruay-en-Artois, le notaire et le petit juge",Pipe d'argent - bon épisode,saison 17 épisode 1,"Lieu : Bruay-la-Buissière (62)

Début de l'affaire : 1972",,affaire/222/bruay-en-artois-le-notaire-et-le-petit-juge, 1972,"Bruay-la-Buissière (62)

",,,,,,,,,,
"Lassana  Coulibaly, le violeur aux chaussettes",Pipe d'or - très bon épisode,saison 17 épisode 2,"Lieux : Vichy (03), Montpellier (34), Clermont-Ferrand (63), Aulnay-sous-Bois (93)

Début de l'affaire : 2003",,affaire/223/lassana-coulibaly-le-violeur-aux-chaussettes, 2003,Vichy (03), Montpellier (34), Clermont-Ferrand (63)," Aulnay-sous-Bois (93)

",,,,,,,
"Luka Rocco Magnotta, le dépeceur de Montréal",Pipe d'or - très bon épisode,saison 17 épisode 3,"Lieux : Allemagne, Canada

Début de l'affaire : 2012",,affaire/224/luka-rocco-magnotta-le-depeceur-de-montreal, 2012,Allemagne," Canada

",,,,,,,,,
"Agnès Marin, la mort au collège",Pipe d'or - très bon épisode,saison 17 épisode 4,"Lieu : Le Chambon-sur-Lignon (43)

Début de l'affaire : 2011",,affaire/225/agnes-marin-la-mort-au-college, 2011,"Le Chambon-sur-Lignon (43)

",,,,,,,,,,
"Amanda Knox, ange ou démon ?",Pipe d'or - très bon épisode,saison 17 épisode 5,"Lieu : Italie

Début de l'affaire : 2007",,affaire/226/amanda-knox-ange-ou-demon, 2007,"Italie

",,,,,,,,,,
"Tony Meilhon, la mauvaise rencontre de Laëtitia",Pipe d'or - très bon épisode,saison 18 épisode 1,"Lieux : La Bernerie-en-Retz (44), Pornic (44)

Début de l'affaire : 2011",,affaire/227/tony-meilhon-la-mauvaise-rencontre-de-laetitia, 2011,La Bernerie-en-Retz (44)," Pornic (44)

",,,,,,,,,
"Dominique Aubry, le mystère de la péniche",Pipe d'argent - bon épisode,saison 18 épisode 2,"Lieu : Neuilly-sur-Seine (92)

Début de l'affaire : 2005",,affaire/228/dominique-aubry-le-mystere-de-la-peniche, 2005,"Neuilly-sur-Seine (92)

",,,,,,,,,,
"Sylviane Fabre, la colère d'une femme blessée",Pipe d'argent - bon épisode,saison 18 épisode 3,"Lieu : Lorgues (83)

Début de l'affaire : 2011",,affaire/229/sylviane-fabre-la-colere-dune-femme-blessee, 2011,"Lorgues (83)

",,,,,,,,,,
"Sylvain Schrutt, un gendre insoupçonnable",Pipe d'argent - bon épisode,saison 18 épisode 4,"Lieu : Volesvres (71)

Début de l'affaire : 2010",,affaire/230/sylvain-schrutt-un-gendre-insoupconnable, 2010,"Volesvres (71)

",,,,,,,,,,
"Bruno Cholet, le faux taxi",Pipe de diamant - excellent épisode,saison 18 épisode 5,"Lieux : Avilly-Saint-Léonard (60), Paris (75)

Début de l'affaire : 2008",,affaire/231/bruno-cholet-le-faux-taxi, 2008,Avilly-Saint-Léonard (60)," Paris (75)

",,,,,,,,,
"Steven Daubioul, le tueur du 20 juin",Pipe d'argent - bon épisode,saison 18 épisode 6,"Lieu : Belgique

Début de l'affaire : 2005",,affaire/232/steven-daubioul-le-tueur-du-20-juin, 2005,"Belgique

",,,,,,,,,,
Un couple presque parfait,Pipe de diamant - excellent épisode,saison 18 épisode 7,"Lieu : Humbercourt (80)

Début de l'affaire : 2005",,affaire/233/un-couple-presque-parfait, 2005,"Humbercourt (80)

",,,,,,,,,,
"Laurent Bary, la femme du volailler",Pipe d'or - très bon épisode,saison 18 épisode 8,"Lieu : Arconcey (21)

Début de l'affaire : 2004",,affaire/234/laurent-bary-la-femme-du-volailler, 2004,"Arconcey (21)

",,,,,,,,,,
Trahison sanglante,Pipe d'or - très bon épisode,saison 19 épisode 1,"Lieu : Vritz (44)

Début de l'affaire : 2013",,affaire/235/trahison-sanglante, 2013,"Vritz (44)

",,,,,,,,,,
"Yoni Palmier, le tueur de l'Essonne",Pipe d'or - très bon épisode,saison 19 épisode 2,"Lieux : Grigny (91), Juvisy-sur-Orge (91), Ris-Orangis (91)

Début de l'affaire : 2011",,affaire/236/yoni-palmier-le-tueur-de-lessonne, 2011,Grigny (91), Juvisy-sur-Orge (91)," Ris-Orangis (91)

",,,,,,,,
"Alain Berruet, l'obsession de la vengeance",Pipe d'argent - bon épisode,saison 20 épisode 1,"Lieu : Chérence (95)

Début de l'affaire : 2012",,affaire/237/alain-berruet-lobsession-de-la-vengeance, 2012,"Chérence (95)

",,,,,,,,,,
"Nicolas Charbonnier, l'étrangleur de Strasbourg",Pipe d'or - très bon épisode,saison 20 épisode 2,"Lieu : Strasbourg (67)

Début de l'affaire : 1986",https://www.youtube.com/embed/NSRFUChDrX0?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/238/nicolas-charbonnier-letrangleur-de-strasbourg, 1986,"Strasbourg (67)

",,,,,,,,,,
"Raphaël Maillant, mensonges et trahison",Pipe d'argent - bon épisode,saison 20 épisode 3,"Lieux : La Rochelle (17), Thaon-les-Vosges (88)

Début de l'affaire : 1991",https://www.youtube.com/embed/MXTtcd96-YI?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/239/raphael-maillant-mensonges-et-trahison, 1991,La Rochelle (17)," Thaon-les-Vosges (88)

",,,,,,,,,
"David Lefèvre, le tueur des marais",Pipe d'argent - bon épisode,saison 20 épisode 4,"Lieu : Amiens (80)

Début de l'affaire : 2011",,affaire/240/david-lefevre-le-tueur-des-marais, 2011,"Amiens (80)

",,,,,,,,,,
"Sébastien Malinge, le meurtrier au tournevis",Pipe d'argent - bon épisode,saison 20 épisode 5,"Lieu : Avignon (84)

Début de l'affaire : 2010",,affaire/241/sebastien-malinge-le-meurtrier-au-tournevis, 2010,"Avignon (84)

",,,,,,,,,,
"Roselyne Lejard, plutôt veuve que divorcée",Pipe d'argent - bon épisode,saison 20 épisode 6,"Lieu : Rognonas (13)

Début de l'affaire : 2010",,affaire/242/roselyne-lejard-plutot-veuve-que-divorcee, 2010,"Rognonas (13)

",,,,,,,,,,
"Mohamed Faleh, le tueur à la hache",Pipe d'argent - bon épisode,saison 20 épisode 7,"Lieux : Audincourt (25), Belfort (90)

Début de l'affaire : 1995",,affaire/243/mohamed-faleh-le-tueur-a-la-hache, 1995,Audincourt (25)," Belfort (90)

",,,,,,,,,
Le combat de Marie-Rose,Pipe d'or - très bon épisode,saison 21 épisode 1,"Lieu : Blanzy (71)

Début de l'affaire : 1996",https://www.youtube.com/embed/9G3_OPzbS9Y?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/244/le-combat-de-marie-rose, 1996,"Blanzy (71)

",,,,,,,,,,
"Meurtre à la ""Breaking Bad""",Pipe d'argent - bon épisode,saison 21 épisode 2,"Lieu : Toulouse (31)

Début de l'affaire : 2015",https://www.youtube.com/embed/-ARuY09nwz0?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/245/meurtre-a-la-breaking-bad, 2015,"Toulouse (31)

",,,,,,,,,,
Vaudeville macabre à Chambéry,Pipe de bronze - épisode moyen,saison 21 épisode 3,"Lieux : Carry-le-Rouet (13), Chambéry (73)

Début de l'affaire : 2012",https://www.youtube.com/embed/i6lI7OEeFsI?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/246/vaudeville-macabre-a-chambery, 2012,Carry-le-Rouet (13)," Chambéry (73)

",,,,,,,,,
La veuve noire de l'Isère,Pipe d'argent - bon épisode,saison 21 épisode 4,"Lieu : Villard-Bonnot (38)

Début de l'affaire : 2008",https://www.youtube.com/embed/ymmFjEyOIpk?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/247/la-veuve-noire-de-lisere, 2008,"Villard-Bonnot (38)

",,,,,,,,,,
Le tueur de la gare de Perpignan,Pipe d'or - très bon épisode,saison 21 épisode 5,"Lieu : Perpignan (66)

Début de l'affaire : 1997",https://www.youtube.com/embed/OYWkUNGvipw?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/248/le-tueur-de-la-gare-de-perpignan, 1997,"Perpignan (66)

",,,,,,,,,,
Le chevalier noir,Pipe d'argent - bon épisode,saison 21 épisode 6,"Lieux : Magny-les-Hameaux (78), Montigny-le-Bretonneux (78)

Début de l'affaire : 2007",https://www.youtube.com/embed/c2kNRfjW4OA?enablejsapi=1&origin=https%3A%2F%2Fwww.fela.fr&widgetid=1,affaire/249/le-chevalier-noir, 2007,Magny-les-Hameaux (78)," Montigny-le-Bretonneux (78)

",,,,,,,,,
